"id","firstName","lastName","adp","projectedPoints","positionRank","slotName","teamName","lineupStatus","byeWeek"
"447242e7-52e8-4032-8cb1-adddf2777121","Rudy","Gobert","51.2","174.0","B14","B","Minnesota Timberwolves",,
"14aba131-cb73-49c7-a74c-c1ba557252b5","Rui","Hachimura","53.1","167.0","W18","W","Los Angeles Lakers",,
"ad330e60-f37d-475e-91b5-2f37d69e46c7","Jalen","Duren","53.5","159.0","B15","B","Detroit Pistons",,
"a5c66548-3aa0-436e-9d64-f0ba02edfc23","Trae","Young","54.5","225.0","G21","G","Atlanta Hawks",,
"f21e860e-d8f8-49ed-be66-26be78514217","Max","Strus","55.3","77.0","W19","W","Cleveland Cavaliers",,
"bb543681-08d0-4857-813a-432e43e9baed","Fred","VanVleet","55.7","220.0","G22","G","Houston Rockets",,
"d838dc7d-f49e-4653-9444-5585b770f6b6","Anthony","Davis","55.7","229.0","B16","B","Dallas Mavericks",,
"f2556cf2-ca65-476c-a8a1-19404766adc9","Brook","Lopez","56.5","212.0","B17","B","Milwaukee Bucks",,
"c32329b2-761a-46d7-99aa-7879777ecb20","Desmond","Bane","57.0","228.0","G23","G","Memphis Grizzlies",,
"ee7bb35c-b0dd-4745-9949-56422b026535","Jaxson","Hayes","57.4","76.0","B18","B","Los Angeles Lakers",,
"4de32f48-f4f7-404c-9172-bd15e6188d09","Franz","Wagner","57.5","153.0","W20","W","Orlando Magic",,
"67b33e23-d442-4b90-a12a-cd5471c4e3b4","Alex","Caruso","57.9","200.0","G24","G","Oklahoma City Thunder",,
"73e9db5f-e73c-4e11-88ad-dc2d6a64e572","Norman","Powell","58.1","149.0","G25","G","LA Clippers",,
"efcd143a-1595-4eb3-b3d8-f7c8baa539c3","Ty","Jerome","58.2","163.0","G26","G","Cleveland Cavaliers",,
"07b68b6a-e55a-4a1d-a456-13a83003cffd","Russell","Westbrook","58.3","195.0","G27","G","Denver Nuggets",,
"839f6cd9-fe3b-4b5e-bf1e-87d83ae2e92f","Domantas","Sabonis","58.3","168.0","B19","B","Sacramento Kings",,
"4ca4d809-9936-4dcc-bc69-5c8329eae27c","Christian","Braun","58.6","182.0","G28","G","Denver Nuggets",,
"7eb9fb8b-6591-460d-bf12-9e3b0fcb4660","Sam","Hauser","58.8","104.0","W21","W","Boston Celtics",,
"087db206-303c-4424-adf6-d27e88a657bf","Devin","Booker","58.8","140.0","G29","G","Phoenix Suns",,
"c39f0ac7-25a4-4e3a-b63d-610345256400","Brandin","Podziemski","58.9","66.0","G30","G","Golden State Warriors",,
"c657ba78-7e17-4127-8d01-d86f12d145ae","Bam","Adebayo","59.0","201.0","B20","B","Miami Heat",,
"de126752-fdf4-45cd-b59e-360e2727b698","Luke","Kornet","59.2","128.0","B21","B","Boston Celtics",,
"1bdd7d1d-183b-429e-a1c0-c54172e19fd9","Bobby","Portis","59.2","180.0","B22","B","Milwaukee Bucks",,
"9c49574e-98a8-4800-a1b7-9857d5d157db","Kevin","Durant","59.2","135.0","W22","W","Phoenix Suns",,
"40e7a459-c4ea-4739-af6c-66a6fc96782d","Naz","Reid","59.3","162.0","B23","B","Minnesota Timberwolves",,
"f012e1b9-82d7-4d82-9b7c-06030cb90f5e","Ausar","Thompson","59.3","77.0","W23","W","Detroit Pistons",,
"c8d8b549-f5ab-4951-9a70-7ea956ec1a30","Cason","Wallace","59.5","147.0","G31","G","Oklahoma City Thunder",,
"c3ede03d-ef3a-4888-89f7-f9050de48978","Dillon","Brooks","59.6","173.0","G32","G","Houston Rockets",,
"9a3160c4-75dd-4e62-873c-7d069fb0a4d3","Josh","Giddey","59.6","83.0","G32","G","Chicago Bulls",,
"8533aa7d-14b6-438e-a249-2424a245f4ab","Kyle","Kuzma","59.6","182.0","W24","W","Milwaukee Bucks",,
"4320a667-11c7-465e-b975-9388d1473172","Zach","LaVine","59.6","155.0","G34","G","Sacramento Kings",,
"892b27df-34ed-42c0-a562-0802d73a1354","Jonathan","Kuminga","59.6","65.0","W24","W","Golden State Warriors",,
"84010da7-ff6f-47e2-8274-742fedbb6ce3","Jaden","McDaniels","59.6","159.0","W26","W","Minnesota Timberwolves",,
"58e196ae-7c79-43f2-83e3-aa85582bcb41","Nikola","Jovic","59.6","95.0","W27","W","Miami Heat",,
"38db78b9-987f-4831-8512-e9315cc3a4c2","Obi","Toppin","59.6","149.0","W28","W","Indiana Pacers",,
"9b2240fd-8181-4907-af7f-caab9db88055","Tari","Eason","59.7","154.0","W29","W","Houston Rockets",,
"138876d8-5e2a-4daf-8993-7f4876348707","Kyrie","Irving","59.7","178.0","G35","G","Dallas Mavericks",,
"7dd83161-5c49-4e80-a28a-b4390e9ef2cf","Tyler","Herro","59.7","192.0","G36","G","Miami Heat",,
"86d7576b-e244-47df-8c7c-7bcc93b6e601","Bennedict","Mathurin","59.8","184.0","G37","G","Indiana Pacers",,
"96120402-aed0-4240-8cd7-884a728a12bf","Zion","Williamson","59.8","0.0","B24","B","New Orleans Pelicans",,
"300679fb-a749-4222-8f4c-5faa07c1b8ad","Paul","George","59.8","58.0","W30","W","Philadelphia 76ers",,
"295adcf5-9f25-40b8-96a8-24defb1fca3c","Dyson","Daniels","59.8","179.0","G38","G","Atlanta Hawks",,
"fdc119a1-9df9-43da-9c34-348cb24e135b","Zach","Edey","59.8","162.0","B25","B","Memphis Grizzlies",,
"31d7b9dc-ccd8-464c-81e3-ef20f1446fe7","Tobias","Harris","59.8","149.0","W31","W","Detroit Pistons",,
"444e8658-b915-48f1-883f-929658144d62","Jabari","Smith Jr.","59.8","120.0","W31","W","Houston Rockets",,
"89930083-1a9c-446e-a77b-138deee05a2b","Dorian","Finney-Smith","59.8","102.0","W31","W","Los Angeles Lakers",,
"f76fe8a9-851d-4ee5-a45f-ec7b0a148023","Kevin","Porter Jr.","59.8","94.0","G39","G","Milwaukee Bucks",,
"4fb576bc-c49f-42f5-9804-698a81c93354","Donte","DiVincenzo","59.8","160.0","G40","G","Minnesota Timberwolves",,
"6a49b837-d022-4eb5-837a-ddf8a9361eac","DeMar","DeRozan","59.8","154.0","G40","G","Sacramento Kings",,
"3f1ef5c1-aa99-4827-8bc3-7f11ff96f43d","Nikola","Vucevic","59.9","150.0","B26","B","Chicago Bulls",,
"87a24b27-aa4a-4174-928c-4c0b2254215c","Gabe","Vincent","59.9","75.0","G42","G","Los Angeles Lakers",,
"d27c0335-4a62-4c03-9603-4ff07de78ad0","Dalton","Knecht","59.9","111.0","W34","W","Los Angeles Lakers",,
"83e1cc09-8593-44d8-814d-da3dad8ebdee","Dennis","Schroder","59.9","92.0","G43","G","Detroit Pistons",,
"851c652d-9d8e-424f-8b02-8fdfe9328a61","Jaylin","Williams","59.9","74.0","B27","B","Oklahoma City Thunder",,
"6d0ff6ab-dee0-448f-b859-c2f423771f10","Malik","Beasley","59.9","135.0","G44","G","Detroit Pistons",,
"307a7806-f734-4395-908e-35b06c560cbd","Derrick","Jones Jr.","59.9","70.0","W35","W","LA Clippers",,
"f24ceb6e-1afc-4d48-be74-e0f5be37b59b","Jared","McCain","59.9","26.0","G44","G","Philadelphia 76ers",,
"24aec922-9586-4c6a-af00-5b26119724a6","Steven","Adams","59.9","73.0","B28","B","Houston Rockets",,
"f54c4fc5-66ed-4cae-ab4a-a045b5da10db","Dewayne","Dedmon","59.9","0.0","B28","B",,,
"b37f90a5-5abf-495b-8f75-dbea444d0300","Andrew","Wiggins","59.9","95.0","W36","W","Miami Heat",,
"339319db-d333-4749-97cd-41951d9e3fc7","Keldon","Johnson","59.9","50.0","W37","W","San Antonio Spurs",,
"0d48335d-6914-424a-ae97-184edeaba0c1","Jordan","Poole","59.9","0.0","G46","G","Washington Wizards",,
"d669f3e4-5be3-448b-822a-0a603b4f6ae9","John","Butler","59.9","0.0","B30","B",,,
"43740460-576a-4e45-9bbb-6ac2c12e383e","Coby","White","59.9","72.0","G47","G","Chicago Bulls",,
"c8ec6e6f-b078-4c7c-81eb-aa55dc00c2a6","Maxi","Kleber","59.9","50.0","B31","B","Los Angeles Lakers",,
"1c5f267f-b6f0-428a-a08a-1d66d61d6cc8","Kessler","Edwards","59.9","18.0","W38","W","Dallas Mavericks",,
"d32cbbff-966a-474c-ad61-3f8f0526f10f","Taurean","Prince","60.0","137.0","W39","W","Milwaukee Bucks",,
"b108ebec-7a6b-4c35-9759-a9a3bf4b3854","Dean","Wade","60.0","95.0","W39","W","Cleveland Cavaliers",,
"05f43ee8-80f6-43b5-8649-4eb58107f252","Gui","Santos","60.0","19.0","W39","W","Golden State Warriors",,
"d79c2ce4-615f-4d16-a812-9f420f135c94","Alex","Len","60.0","18.0","B32","B","Los Angeles Lakers",,
"1968d7a6-f38f-447b-ab15-e2eb4c9c67d3","Santi","Aldama","60.0","153.0","B33","B","Memphis Grizzlies",,
"6592ccd4-da0d-41ef-92e1-725ff616ea4f","Onyeka","Okongwu","60.0","140.0","B33","B","Atlanta Hawks",,
"d5151e39-3a5e-4597-83b7-5890886426a4","Andrew","Nembhard","60.0","134.0","G48","G","Indiana Pacers",,
"b56ad67e-f778-4cd9-bfe4-bb89c0325ba4","Klay","Thompson","60.0","113.0","G48","G","Dallas Mavericks",,
"cd5a483d-dfc0-40af-9e83-1016e17a17be","Precious","Achiuwa","60.0","101.0","B33","B","New York Knicks",,
"06eaf5d3-06af-4e57-bda7-44ac0e80841b","Joakim","Noah","60.0","0.0","B33","B",,,
"c744bc02-2024-4bf9-8c49-1be6dd92e8ca","Lonnie","Walker","60.0","0.0","G48","G","Philadelphia 76ers",,
"8dc37768-cbfd-4068-98c9-86a58ffbe471","DeMarcus","Cousins","60.0","0.0","B33","B",,,
"6b9672c1-b4cb-43f8-b5e4-cc3989ab8c25","Scotty","Pippen Jr.","60.0","160.0","G51","G","Memphis Grizzlies",,
"725ab69e-7e62-4f66-9e76-b324afd7a759","Brandon","Clarke","60.0","141.0","W42","W","Memphis Grizzlies",,
"94a9b882-f5f0-45b9-914b-edbf12f97afa","Mike","Conley","60.0","101.0","G51","G","Minnesota Timberwolves",,
"d2f209b7-2f09-4f4e-9de8-64e76f32d66d","Buddy","Hield","60.0","77.0","G51","G","Golden State Warriors",,
"bdd33eac-5c26-4473-8c97-1e56a38108af","Chris","Paul","60.0","76.0","G51","G","San Antonio Spurs",,
"86a25b59-78e1-4092-b20d-3e910f12960d","Oso","Ighodaro","60.0","22.0","W42","W","Phoenix Suns",,
"2e4b5a2e-e11c-4a39-aecb-7c034d49356d","Mitchell","Robinson","60.0","0.0","B38","B","New York Knicks",,
"73477e28-9ef9-4779-83b9-fbed9eedb5dc","Joel","Embiid","60.0","180.0","B39","B","Philadelphia 76ers",,
"e4f27a41-737f-469f-8b50-45ab812aa1a6","Isaiah","Joe","60.0","121.0","G55","G","Oklahoma City Thunder",,
"ccc912bc-1390-41fe-8baa-b870e4d3c5f5","T.J.","McConnell","60.0","176.0","G56","G","Indiana Pacers",,
"3d8d5f9b-da95-4682-8a51-ef331e48c3c0","Wendell","Carter Jr.","60.0","101.0","B40","B","Orlando Magic",,
"ade247ae-5dad-4366-86d2-ead8f6f47c58","Nickeil","Alexander-Walker","60.0","97.0","G56","G","Minnesota Timberwolves",,
"3c382a1f-15ef-4779-a84f-50b867f358e6","Sam","Merrill","60.0","95.0","G56","G","Cleveland Cavaliers",,
"15367a38-b5b6-4f2f-8b5b-48198e635f21","Max","Christie","60.0","92.0","G56","G","Dallas Mavericks",,
"4bc2d542-3c89-4c93-82d2-514813e76bbc","Naji","Marshall","60.0","90.0","W44","W","Dallas Mavericks",,
"f3298b11-231f-4f28-9c66-db325d5fc3cd","Kris","Dunn","60.0","87.0","G56","G","LA Clippers",,
"43b3a861-d9d6-492f-91fb-49b1bd14c232","Shake","Milton","60.0","77.0","G56","G","Los Angeles Lakers",,
"e60e7fac-f733-4f16-9ba7-adb7bc64059d","Kelly","Oubre","60.0","76.0","W44","W","Philadelphia 76ers",,
"27281dd3-3e80-4853-b4f2-96696bc2b036","Nicolas","Batum","60.0","57.0","W44","W","LA Clippers",,
"ed0de2c8-29b0-41bf-9e73-24b8dfd1a3e0","Aaron","Nesmith","60.0","42.0","W44","W","Indiana Pacers",,
"daceeab0-14ca-4149-a573-d58993525bdb","Bronny","James","60.0","8.0","G56","G","Los Angeles Lakers",,
"f635ebd7-6988-443b-8777-8e49c18275ce","Jalen","Wilson","60.0","0.0","W44","W","Brooklyn Nets",,
"8e9ad05c-86d8-40ba-ae00-8e86a29f5e21","PJ","Washington","60.0","139.0","W49","W","Dallas Mavericks",,
"f946bcfd-fdb9-4fe3-a622-4b7aac3a6311","Cam","Whitmore","60.0","88.0","W49","W","Houston Rockets",,
"29737c7d-a393-46e8-aff8-d2dc5ba600db","Kenrich","Williams","60.0","86.0","W49","W","Oklahoma City Thunder",,
"f57fc8e5-1252-4b37-91a6-cef7be916f26","Bogdan","Bogdanovic","60.0","45.0","G63","G","LA Clippers",,
"1fb391fe-06e6-451d-b55d-9625139a0bd2","Deuce","McBride","60.0","20.0","G63","G","New York Knicks",,
"1f47abc4-5676-46e5-97cc-dd6639f5a84d","Jalen","Johnson","-","155.0",,"W","Atlanta Hawks",,
"0143e362-876a-41d0-a02c-469e3813fca5","Daniel","Gafford","-","145.0",,"B","Dallas Mavericks",,
"7edb1395-7608-4cf5-8860-9c5424e008cc","Tyrese","Maxey","-","140.0",,"G","Philadelphia 76ers",,
"0a529d67-92a4-4fba-870a-121758885b89","Caris","LeVert","-","139.0",,"G","Atlanta Hawks",,
"52c0806b-df80-433d-96f1-9ac75d984dbb","Goga","Bitadze","-","124.0",,"B","Orlando Magic",,
"0c19f670-2500-4751-9c38-2779701fa36f","Peyton","Watson","-","120.0",,"G","Denver Nuggets",,
"6753039f-9717-415d-bd59-78fd4fe2a025","Luke","Kennard","-","117.0",,"G","Memphis Grizzlies",,
"33438dd4-ed18-48e6-be28-8679d7f1aa5a","Clint","Capela","-","116.0",,"B","Atlanta Hawks",,
"8c62b86f-ead5-4b90-ba4a-9e3e5ae462be","Jarace","Walker","-","111.0",,"W","Indiana Pacers",,
"a8eb088b-1346-4a96-820f-d97719a8d10d","Spencer","Dinwiddie","-","110.0",,"G","Dallas Mavericks",,
